0,32767,32765,32763,32764,
1,32659,32767,32699,32747,
2,32603,32631,32610,32767,
3,32526,32674,32585,32767,
4,32519,32588,32553,32767,
5,32456,32641,32544,32767,
6,32430,32525,32486,32767,
7,32389,32593,32482,32767,
8,32290,32373,32378,32767,
9,32250,32415,32372,32767,
10,32234,32329,32335,32767,
11,32199,32383,32334,32767,
12,32224,32333,32379,32767,
13,32197,32388,32383,32767,
14,32180,32309,32376,32767,
15,32153,32366,32381,32767,
16,32350,32503,32551,32767,
17,32326,32526,32556,32767,
18,32299,32467,32500,32767,
19,32287,32502,32506,32767,
20,32296,32479,32542,32767,
21,32277,32509,32550,32767,
22,32257,32453,32526,32767,
23,32244,32494,32544,32767,
24,32159,32252,32458,32767,
25,32129,32286,32476,32767,
26,32117,32235,32451,32767,
27,32098,32268,32456,32767,
28,32123,32261,32524,32767,
29,32108,32286,32522,32767,
30,32097,32229,32501,32767,
31,32078,32259,32515,32767#
