0,32767,32761,32760,32767,
1,32767,32576,32625,32642,
2,32767,32080,32261,32364,
3,32767,31934,32136,32232,
4,32767,31654,31942,32062,
5,32767,31550,31863,31974,
6,32767,31297,31683,31827,
7,32767,31233,31627,31750,
8,32767,31331,31599,31875,
9,32767,31312,31578,31809,
10,32767,31088,31419,31702,
11,32767,31051,31396,31663,
12,32767,31000,31403,31672,
13,32767,31016,31416,31628,
14,32767,30862,31317,31581,
15,32767,30860,31321,31554,
16,32767,31539,31822,31805,
17,32767,31540,31834,31788,
18,32767,31246,31589,31599,
19,32767,31244,31606,31593,
20,32767,31124,31556,31570,
21,32767,31143,31572,31541,
22,32767,30990,31454,31444,
23,32767,30986,31461,31436,
24,32767,31175,31518,31625,
25,32767,31171,31537,31633,
26,32767,31018,31426,31543,
27,32767,31016,31433,31535,
28,32767,31016,31471,31557,
29,32767,31022,31497,31565,
30,32767,30922,31429,31515,
31,32767,30932,31457,31522#
