0,32767,32758,32749,32759,
1,32740,32752,32767,32665,
2,32767,32663,32717,32745,
3,32731,32720,32767,32617,
4,32767,32679,32698,32650,
5,32767,32674,32723,32613,
6,32767,32616,32669,32641,
7,32767,32651,32710,32575,
8,32767,32578,32739,32604,
9,32767,32580,32750,32556,
10,32767,32539,32715,32594,
11,32767,32550,32730,32544,
12,32767,32510,32633,32538,
13,32767,32540,32696,32522,
14,32767,32481,32619,32542,
15,32767,32488,32637,32503,
16,32767,32583,32409,32339,
17,32767,32595,32411,32283,
18,32767,32610,32453,32346,
19,32767,32569,32407,32289,
20,32767,32544,32327,32281,
21,32767,32548,32351,32268,
22,32767,32509,32314,32293,
23,32767,32468,32283,32266,
24,32767,32403,32304,32285,
25,32767,32424,32324,32247,
26,32767,32428,32347,32295,
27,32767,32333,32260,32266,
28,32767,32345,32206,32243,
29,32767,32339,32213,32223,
30,32767,32286,32163,32254,
31,32767,32283,32174,32230#
