-481.392,-480.659,-482.143,-480.636,  22.619,  23.777,  21.723,  24.272
-478.674,-481.513,-481.958,-480.580,  37.720,  21.628,  19.107,  19.466
-468.322,-481.578,-480.572,-480.585,  19.956,  23.093,  21.747,  22.676
-467.309,-481.370,-481.001,-481.371,  31.604,  21.481,  20.901,  21.831
-464.035,-482.034,-482.046,-480.457,  17.925,  16.839,  16.378,  21.586
-461.913,-480.039,-479.312,-479.307,  32.094,  21.232,  22.696,  21.448
-458.621,-479.623,-479.285,-478.358,  16.343,  24.374,  22.006,  24.120
-455.659,-479.201,-479.841,-476.397,  27.689,  23.505,  25.117,  21.464
-465.274,-480.117,-479.760,-477.869,  27.890,  21.863,  20.984,  22.165
-465.616,-479.095,-478.967,-477.244,  36.322,  22.339,  22.035,  22.461
-463.261,-481.263,-481.092,-479.338,  20.211,  19.319,  22.131,  18.964
-462.107,-482.362,-480.626,-479.252,  32.817,  19.152,  23.420,  14.284
-462.876,-480.679,-479.185,-478.681,  14.959,  20.805,  21.249,  17.795
-462.219,-480.093,-481.783,-477.397,  26.921,  20.491,  20.436,  20.152
-462.125,-484.324,-485.951,-481.374,  11.229,  20.451,  18.503,  18.972
-459.070,-482.291,-481.112,-479.795,  28.236,  18.209,  18.707,  18.194
-446.590,-480.626,-479.580,-480.204,  70.913,  23.767,  23.596,  17.065
-446.503,-478.681,-478.145,-478.786,  76.049,  26.574,  25.075,  22.972
-438.514,-480.138,-476.676,-478.799,  78.618,  24.763,  25.957,  24.927
-437.672,-479.410,-478.098,-477.891,  82.201,  31.185,  34.409,  23.663
-435.626,-478.850,-478.605,-477.619,  76.839,  30.533,  31.265,  25.005
-436.426,-480.611,-479.305,-474.459,  76.361,  27.708,  30.201,  23.987
-430.829,-478.520,-477.098,-473.690,  76.238,  30.883,  31.481,  25.379
-431.190,-477.648,-477.155,-473.285,  79.069,  27.739,  26.916,  22.556
-444.422,-478.261,-475.400,-474.171,  63.650,  27.382,  25.452,  23.264
-447.963,-482.105,-478.373,-480.643,  63.974,  17.852,  21.017,  14.775
-444.419,-482.570,-480.315,-482.663,  57.780,  19.622,  22.309,  15.727
-444.803,-482.829,-480.091,-481.162,  67.362,  18.520,  22.235,  21.343
-444.672,-484.123,-482.184,-481.456,  58.463,  21.374,  21.031,  24.401
-445.697,-482.313,-479.162,-481.369,  61.505,  28.341,  31.964,  28.392
-443.370,-481.661,-477.609,-479.969,  55.304,  24.693,  26.819,  26.475
-446.636,-482.164,-476.976,-480.081,  56.706,  24.398,  29.661,  22.872
