0,32763,32767,32763,32757,
1,32767,32580,32621,32629,
2,32767,32073,32247,32347,
3,32767,31931,32131,32218,
4,32767,31633,31931,32061,
5,32767,31540,31849,31957,
6,32767,31266,31663,31820,
7,32767,31199,31607,31745,
8,32767,31324,31598,31864,
9,32767,31284,31558,31800,
10,32767,31075,31398,31678,
11,32767,31048,31387,31642,
12,32767,30991,31395,31657,
13,32767,30978,31382,31616,
14,32767,30843,31295,31563,
15,32767,30838,31293,31531,
16,32767,31528,31794,31772,
17,32767,31518,31816,31776,
18,32767,31230,31578,31591,
19,32767,31226,31591,31581,
20,32767,31137,31544,31525,
21,32767,31128,31553,31516,
22,32767,30979,31436,31422,
23,32767,30966,31444,31419,
24,32767,31158,31498,31610,
25,32767,31162,31512,31600,
26,32767,30996,31401,31527,
27,32767,31013,31426,31513,
28,32767,31001,31459,31543,
29,32767,31007,31484,31549,
30,32767,30906,31415,31499,
31,32767,30912,31440,31508#
