1170.625,1163.532,1159.013,1167.548,-195.710,-197.014,-197.824,-196.169
1172.884,1166.341,1164.678,1167.767,-192.201,-196.376,-196.471,-196.228
1176.285,1173.203,1174.745,1171.742,-184.293,-194.375,-193.840,-197.207
1175.612,1168.395,1170.783,1174.916,-182.383,-195.595,-194.217,-197.307
1183.351,1168.912,1161.678,1171.903,-177.478,-195.472,-197.228,-197.535
1204.997,1168.105,1160.626,1172.693,-169.974,-195.571,-197.218,-197.134
1208.141,1188.739,1186.430,1189.103,-164.584,-189.505,-190.547,-191.707
1190.346,1196.450,1204.869,1192.945,-169.584,-187.642,-184.929,-191.320
1206.567,1179.807,1179.799,1179.509,-170.778,-192.661,-191.830,-194.173
1210.155,1182.991,1183.204,1182.728,-168.457,-189.783,-189.398,-192.948
1219.588,1188.081,1184.081,1186.837,-163.114,-188.393,-189.350,-191.309
1221.743,1189.538,1184.357,1188.623,-161.784,-186.921,-187.474,-189.642
1220.916,1186.832,1185.880,1185.330,-161.279,-187.567,-188.314,-190.541
1215.204,1185.297,1184.263,1172.634,-163.654,-186.343,-185.954,-193.922
1224.227,1187.302,1189.995,1187.766,-159.054,-187.721,-186.537,-190.736
1233.712,1197.299,1191.714,1189.622,-156.495,-185.145,-186.255,-190.100
1214.054,1188.362,1189.323,1181.395,-171.284,-188.801,-187.733,-193.284
1223.728,1189.821,1188.131,1186.280,-168.464,-188.598,-188.541,-192.870
1215.770,1178.279,1174.278,1186.047,-165.349,-191.700,-192.415,-191.240
1203.941,1174.169,1184.812,1173.097,-168.461,-193.138,-190.237,-195.332
1222.517,1178.488,1178.071,1176.053,-162.712,-191.400,-191.225,-193.891
1222.412,1174.988,1172.075,1176.082,-162.586,-192.059,-192.437,-192.962
1213.186,1173.503,1174.909,1175.153,-161.826,-192.624,-191.157,-192.255
1221.633,1170.526,1167.886,1174.058,-159.395,-193.051,-193.267,-192.267
1230.649,1167.056,1157.775,1165.089,-165.152,-193.988,-193.643,-194.423
1223.762,1163.415,1168.425,1164.357,-165.975,-193.377,-191.251,-195.765
1230.988,1169.138,1170.737,1171.896,-160.759,-192.577,-193.520,-193.927
1230.708,1171.143,1169.573,1173.671,-162.632,-193.276,-191.304,-194.898
1236.863,1174.108,1173.040,1180.090,-160.964,-192.491,-192.414,-193.078
1240.073,1171.392,1171.794,1175.839,-160.355,-192.682,-191.522,-193.290
1238.444,1179.794,1181.338,1178.575,-158.223,-190.303,-187.797,-192.303
1238.802,1171.853,1174.073,1174.888,-158.637,-192.561,-190.851,-192.107
