10,32767,32184,32576,32190,
11,32767,32155,32591,32176,
12,32767,32101,32549,32107,
13,32767,32070,32562,32097,
14,32767,32016,32528,32054,
15,32767,31987,32548,32050,
16,32767,32322,32366,32517,
17,32767,32294,32385,32506,
18,32767,32208,32374,32452,
19,32767,32142,32354,32430,
20,32767,32083,32327,32352,
21,32767,32059,32348,32345,
22,32767,31989,32315,32314,
23,32767,31958,32330,32297,
24,32767,32054,32330,32376,
25,32767,32025,32344,32360,
26,32767,32003,32354,32321,
27,32767,31910,32310,32312,
28,32767,31865,32278,32252,
29,32767,31816,32274,32228,
30,32767,31824,32303,32217,
31,32767,31786,32305,32202#
