10,32765,32761,32764,32767,
11,32728,32685,32767,32760,
12,32749,32721,32724,32767,
13,32701,32646,32739,32767,
14,32687,32649,32666,32767,
15,32655,32564,32657,32767,
16,32668,32607,32767,32468,
17,32617,32557,32767,32449,
18,32677,32611,32767,32556,
19,32644,32559,32767,32556,
20,32673,32611,32767,32589,
21,32659,32576,32767,32599,
22,32708,32633,32767,32668,
23,32704,32544,32767,32734,
24,32654,32621,32767,32666,
25,32688,32536,32767,32762,
26,32688,32606,32754,32767,
27,32670,32589,32767,32758,
28,32670,32616,32755,32767,
29,32646,32562,32742,32767,
30,32621,32506,32637,32767,
31,32585,32455,32639,32767#
