10,32767,32761,32760,32766,
11,32704,32744,32693,32767,
12,32724,32767,32716,32707,
13,32704,32767,32645,32730,
14,32767,32756,32620,32651,
15,32745,32767,32570,32692,
16,32577,32446,32702,32767,
17,32544,32432,32646,32767,
18,32695,32509,32670,32767,
19,32650,32485,32618,32767,
20,32714,32550,32655,32767,
21,32661,32522,32604,32767,
22,32767,32571,32611,32750,
23,32763,32592,32576,32767,
24,32659,32530,32709,32767,
25,32643,32543,32666,32767,
26,32739,32577,32681,32767,
27,32685,32543,32624,32767,
28,32742,32613,32666,32767,
29,32698,32589,32608,32767,
30,32767,32599,32592,32742,
31,32761,32615,32562,32767#
