0,32760,32762,32767,32763,
1,32694,32673,32767,32720,
2,32587,32767,32668,32692,
3,32607,32750,32767,32732,
4,32540,32767,32601,32657,
5,32583,32767,32733,32723,
6,32461,32767,32556,32608,
7,32514,32767,32698,32681,
8,32584,32767,32718,32713,
9,32606,32731,32767,32729,
10,32557,32767,32665,32682,
11,32578,32749,32767,32724,
12,32562,32767,32615,32654,
13,32609,32767,32729,32715,
14,32522,32767,32619,32640,
15,32570,32767,32720,32688,
16,32310,32501,32767,32562,
17,32311,32463,32767,32547,
18,32216,32496,32767,32543,
19,32184,32442,32767,32509,
20,32253,32550,32767,32561,
21,32213,32492,32767,32527,
22,32198,32543,32767,32542,
23,32215,32515,32767,32533,
24,32325,32549,32767,32585,
25,32311,32502,32767,32561,
26,32295,32562,32767,32569,
27,32286,32517,32767,32553,
28,32381,32629,32767,32602,
29,32348,32565,32767,32576,
30,32363,32633,32767,32593,
31,32358,32592,32767,32572#
