10,32076,32599,31692,32767,
11,32039,32574,31690,32767,
12,32034,32596,31645,32767,
13,32007,32555,31626,32767,
14,31972,32558,31472,32767,
15,31942,32533,31474,32767,
16,32234,32767,31935,32470,
17,32239,32767,31930,32497,
18,32177,32767,31812,32519,
19,32183,32767,31816,32552,
20,32153,32767,31787,32547,
21,32139,32767,31785,32555,
22,32124,32767,31660,32587,
23,32117,32767,31666,32611,
24,32155,32767,31534,32614,
25,32152,32767,31535,32639,
26,32103,32767,31416,32633,
27,32138,32767,31413,32694,
28,32109,32767,31380,32670,
29,32039,32767,31376,32621,
30,32088,32767,31260,32707,
31,32075,32767,31258,32720#
