 -59.495, -60.909, -63.425, -62.983, 131.629, 130.678, 128.244, 147.564
 -57.584, -58.812, -61.855, -63.360, 132.498, 127.224, 128.359, 142.823
 -56.991, -61.603, -58.582, -58.258, 130.852, 132.127, 129.049, 144.002
 -53.371, -60.479, -55.959, -60.850, 133.166, 125.598, 121.205, 138.516
 -46.587, -58.498, -60.004, -52.613, 128.789, 124.855, 126.137, 137.767
 -48.858, -58.699, -58.733, -54.751, 137.023, 128.179, 126.173, 135.308
 -90.511, -59.578, -59.849, -59.075, 141.927, 128.925, 133.700, 141.783
 -85.692, -59.954, -58.382, -58.412, 144.148, 127.603, 127.251, 140.283
 -85.622, -57.903, -58.279, -57.766, 135.180, 124.373, 126.576, 138.308
 -80.719, -60.102, -59.412, -57.721, 137.050, 123.678, 123.194, 133.536
 -75.715, -58.226, -55.427, -56.931, 134.990, 124.948, 122.093, 138.385
 -71.054, -55.311, -46.557, -56.202, 134.779, 121.924, 115.007, 139.138
 -58.349, -45.460, -43.342, -43.351, 121.824, 111.978, 113.339, 125.484
 -64.201, -44.631, -45.381, -56.634, 137.715, 114.510, 115.859, 135.893
 -73.846, -55.840, -49.076, -56.963, 126.029, 125.881, 119.404, 136.813
 -72.616, -43.944, -43.910, -57.270, 131.922, 116.074, 114.276, 137.968
 -69.714, -52.298, -49.791, -49.624, 124.454, 121.789, 119.914, 129.093
 -66.548, -55.123, -55.426, -54.811, 128.197, 125.506, 127.379, 135.510
 -62.379, -54.940, -54.497, -53.310, 126.122, 123.984, 122.626, 131.458
 -56.589, -52.977, -53.144, -53.894, 125.880, 121.951, 125.748, 129.789
 -63.254, -57.104, -59.236, -60.715, 131.248, 126.316, 129.260, 138.691
 -62.611, -58.271, -54.924, -60.913, 137.887, 127.791, 130.070, 139.984
