 -48.924, -45.505, -44.679, -44.702, 386.855, 385.634, 384.596, 385.100
 -63.899, -47.992, -44.928, -51.953, 355.820, 386.271, 385.647, 388.137
 -65.178, -53.751, -56.574, -51.903, 322.929, 388.462, 389.370, 387.977
 -81.095, -51.446, -50.656, -53.876, 303.491, 386.510, 387.135, 388.558
 -84.890, -56.939, -46.665, -50.708, 289.225, 387.925, 383.619, 387.399
 -94.918, -69.066, -70.562, -68.879, 277.744, 392.942, 392.746, 394.504
-101.985, -75.746, -73.199, -74.514, 265.372, 395.302, 394.776, 396.997
-100.551, -65.603, -62.040, -62.358, 253.570, 392.436, 390.367, 394.510
-118.789, -68.430, -71.023, -62.198, 240.419, 393.840, 394.275, 392.895
-121.068, -65.474, -67.840, -65.796, 231.658, 391.052, 391.087, 391.992
-114.117, -60.923, -62.584, -60.629, 219.885, 390.421, 389.694, 390.642
-118.478, -61.823, -60.170, -63.631, 216.094, 390.847, 389.319, 392.313
-111.502, -61.688, -64.698, -61.915, 217.027, 390.422, 389.589, 392.153
-111.006, -63.489, -67.022, -62.601, 210.064, 391.690, 392.722, 392.212
-110.660, -58.893, -59.155, -62.716, 203.793, 389.101, 389.186, 391.753
-114.226, -61.847, -60.852, -60.567, 201.052, 389.941, 390.501, 392.011
-153.334, -61.832, -63.697, -61.704, 220.045, 389.650, 388.828, 390.195
-161.660, -56.990, -50.745, -57.568, 220.157, 389.435, 387.110, 391.245
-161.960, -67.514, -70.533, -65.188, 204.600, 393.690, 396.406, 394.184
-164.561, -68.959, -68.094, -67.757, 207.153, 392.458, 389.747, 393.707
-166.124, -70.223, -67.317, -66.450, 204.796, 392.566, 391.293, 392.918
-165.920, -70.313, -70.955, -70.927, 203.023, 394.244, 393.931, 394.315
-157.339, -69.265, -68.380, -67.515, 194.274, 392.763, 390.924, 392.579
-158.730, -69.077, -71.951, -65.235, 192.725, 392.091, 391.619, 391.293
-173.706, -67.512, -63.088, -68.285, 188.184, 391.637, 389.127, 391.564
-177.658, -64.213, -65.734, -68.248, 188.901, 392.105, 391.676, 394.032
-167.822, -67.544, -74.964, -71.029, 178.093, 394.170, 393.852, 394.689
-172.467, -67.457, -70.030, -68.284, 178.450, 394.032, 390.649, 393.643
-168.693, -66.653, -54.584, -69.244, 178.629, 392.433, 385.543, 392.275
-156.885, -58.840, -62.708, -60.195, 175.203, 388.912, 387.382, 390.062
-156.927, -60.013, -61.599, -62.405, 170.129, 390.587, 388.205, 391.088
-157.318, -60.503, -65.578, -63.705, 169.035, 391.378, 388.420, 391.821
